composition_key,n_elements,sources,canonical_phase,has_conflict,borg_label,pei_label,peivaste_label,borg_raw_label,pei_raw_label,peivaste_raw_label,borg_processing,borg_doi,source_row_ids
Al0.0476Mo0.2381Ta0.2381Ti0.2381V0.2381,5,borg2020;peivaste,BCC,0,BCC,,BCC,BCC,,BCC,CAST,10.4028/www.scientific.net/MSF.898.638,borg2020:86;peivaste:1096
Al0.0476Nb0.2381Ta0.2381Ti0.2381V0.2381,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:1691
Al0.0486Co0.1099Cr0.4018Cu0.3059Ni0.1337,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7269
Al0.0487Co0.2851Cr0.1787Cu0.1487Ni0.3388,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7328
Al0.0490Co0.1099Cr0.4016Cu0.3057Ni0.1339,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8548
Al0.0490Co0.1548Cr0.3397Cu0.2697Ni0.1868,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9345
Al0.0490Co0.2362Cr0.2402Cu0.1952Ni0.2793,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8565
Al0.0490Co0.2364Cr0.2404Cu0.1954Ni0.2787,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7313
Al0.0490Co0.2847Cr0.1788Cu0.1489Ni0.3387,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10272
Al0.0492Co0.1550Cr0.3395Cu0.2695Ni0.1868,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7245
Al0.0500Co0.1800Cr0.3070Cu0.2460Ni0.2170,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8139
Al0.0500Co0.2000Cr0.2000Cu0.1500Fe0.2000Ni0.2000,6,pei2020;peivaste,,1,,multi-phase,FCC,,multi-phase,FCC,,,pei2020:644;peivaste:8
Al0.0500Co0.2500Cr0.2000Fe0.2500Ni0.2500,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10516
Al0.0500Co0.9500,2,pei2020;peivaste,FCC,0,,FCC,FCC,,fcc,FCC,,,pei2020:282;peivaste:745
Al0.0500Cr0.1250Cu0.2000Fe0.1250Mn0.2500Ni0.2500,6,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:4215
Al0.0500Cr0.1500Fe0.3350Mn0.1000Ni0.3350Ti0.0300,6,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1536
Al0.0500Cr0.3200Fe0.3500Ni0.2200Ti0.0600,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1798
Al0.0500Cu0.5000Zr0.4500,3,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3820
Al0.0500Cu0.5250Zr0.4250,3,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3937
Al0.0500Cu0.5320Zr0.4180,3,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3701
Al0.0500Cu0.5500Zr0.4000,3,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3898
Al0.0500Nb0.0700Ni0.6000Zr0.2800,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3754
Al0.0500Nb0.0700Ni0.6100Zr0.2700,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3781
Al0.0500Nb0.0800Ni0.6000Zr0.2700,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3771
Al0.0500Nb0.2400Ti0.4000V0.0500Zr0.2600,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:1258
Al0.0501Cr0.1201Fe0.3500Mn0.2800Ni0.1999,5,borg2020,FCC,0,FCC,,,FCC,,,CAST,10.1016/j.msea.2019.05.056,borg2020:254
Al0.0502Co0.1799Cr0.3074Cu0.2459Ni0.2166,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7231
Al0.0502Cr0.0950Fe0.3799Mn0.3799Ni0.0950,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:4241
Al0.0505Co0.0924Cr0.4232Cu0.3232Ni0.1107,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7278
Al0.0510Co0.0920Cr0.4230Cu0.3230Ni0.1110,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9086
Al0.0516Co0.3081Cr0.2197Cu0.1621Fe0.2585,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7571
Al0.0520Co0.1310Cr0.3700Cu0.2890Ni0.1580,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8348
Al0.0520Co0.1580Cr0.3910Cu0.2690Fe0.1300,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9573
Al0.0520Co0.1580Cr0.3911Cu0.2693Fe0.1296,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7435
Al0.0520Co0.2155Cr0.3248Cu0.2284Fe0.1792,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7409
Al0.0520Co0.2160Cr0.3250Cu0.2280Fe0.1790,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9734
Al0.0520Co0.3080Cr0.2200Cu0.1620Fe0.2580,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8443
Al0.0520Co0.3250Cr0.1330Cu0.1120Ni0.3780,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9870
Al0.0525Co0.1307Cr0.3696Cu0.2888Ni0.1584,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7257
Al0.0525Co0.3249Cr0.1331Cu0.1120Ni0.3775,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7354
Al0.0528Co0.3373Cr0.1879Cu0.1380Fe0.2840,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7505
Al0.0530Co0.2790Cr0.2530Cu0.1820Fe0.2330,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8818
Al0.0530Co0.2794Cr0.2530Cu0.1816Fe0.2329,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7490
Al0.0530Co0.3370Cr0.1880Cu0.1380Fe0.2840,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9557
Al0.0533Co0.1777Cr0.1777Fe0.1777Ni0.3731Ta0.0405,6,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:4164
Al0.0540Co0.2460Cr0.2870Cu0.2060Fe0.2070,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9505
Al0.0541Co0.3453Cr0.3003Ni0.2643W0.0360,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:4203
Al0.0543Co0.2456Cr0.2873Cu0.2055Fe0.2072,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7475
Al0.0545Co0.2554Cr0.2114Cu0.1756Ni0.3031,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7393
Al0.0549Co0.1518Cr0.3407Cu0.2687Ni0.1838,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:10121
Al0.0549Co0.2058Cr0.2737Cu0.2208Ni0.2448,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9674
Al0.0550Co0.2550Cr0.2110Cu0.1760Ni0.3030,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8370
Al0.0551Co0.1516Cr0.3405Cu0.2688Ni0.1840,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7244
Al0.0551Co0.2056Cr0.2739Cu0.2205Ni0.2449,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7297
Al0.0557Co0.0920Cr0.4192Cu0.3212Ni0.1118,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7277
Al0.0559Co0.1815Cr0.3569Cu0.2525Fe0.1532,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7422
Al0.0559Co0.1818Cr0.3566Cu0.2527Fe0.1528,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8460
Al0.0560Co0.0920Cr0.4190Cu0.3210Ni0.1120,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8967
Al0.0560Co0.2810Cr0.1790Cu0.1520Ni0.3320,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8147
Al0.0564Co0.2810Cr0.1790Cu0.1519Ni0.3316,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7327
Al0.0566Co0.1887Cr0.1887Cu0.1887Fe0.1887Ni0.1887,6,pei2020;peivaste,,1,,multi-phase,FCC,,multi-phase,FCC,,,pei2020:649;peivaste:9
Al0.0566Co0.1887Cr0.1887Fe0.1887Mn0.1887Ni0.1887,6,borg2020;peivaste,,1,multi-phase,,FCC,FCC+BCC,,FCC,CAST,10.1016/j.jallcom.2018.10.168,borg2020:136;peivaste:406
Al0.0566Co0.1887Cr0.3774Fe0.1887Ni0.1887,5,pei2020;peivaste,multi-phase,0,,multi-phase,multi-phase,,multi-phase,BCC+FCC+IM,,,pei2020:652;peivaste:126
Al0.0566Cr0.1887Cu0.1887Fe0.1887Mn0.1887Ni0.1887,6,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:185
Al0.0566Cr0.1887Cu0.1887Fe0.1887Ni0.3774,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:1403
Al0.0566Cr0.1887Fe0.3774Mn0.2358Ni0.1415,5,borg2020,multi-phase,0,multi-phase,,,FCC+BCC,,,CAST,10.1016/j.jallcom.2018.08.093,borg2020:151
Al0.0566Hf0.1887Nb0.1887Ta0.1887Ti0.1887Zr0.1887,6,borg2020;peivaste,BCC,0,BCC,,BCC,BCC,,BCC,CAST,10.1016/j.jallcom.2014.11.064,borg2020:40;peivaste:1225
Al0.0566Nb0.2358Ti0.2358V0.2358Zr0.2358,5,borg2020,multi-phase,0,multi-phase,,,BCC+Laves,,,OTHER,10.1016/j.actamat.2019.06.032,borg2020:165
Al0.0568Co0.3020Cr0.1548Cu0.1288Ni0.3576,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7341
Al0.0569Co0.3017Cr0.1548Cu0.1289Ni0.3576,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8517
Al0.0570Co0.1330Cr0.4160Cu0.2850Fe0.1090,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8567
Al0.0570Co0.2320Cr0.2390Cu0.1980Ni0.2740,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10240
Al0.0570Co0.3810Cr0.1350Cu0.1020Fe0.3250,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9814
Al0.0572Co0.1328Cr0.4163Cu0.2848Fe0.1089,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7446
Al0.0573Co0.2318Cr0.2391Cu0.1977Ni0.2741,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7312
Al0.0573Co0.3810Cr0.1350Cu0.1016Fe0.3251,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7531
Al0.0575Co0.2299Cr0.2299Fe0.2299Mo0.0230Ni0.2299,6,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:2603
Al0.0577Co0.3083Cu0.1015Fe0.1380Ni0.3945,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5829
Al0.0580Co0.3080Cu0.1010Fe0.1380Ni0.3950,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9027
Al0.0581Co0.3203Cu0.1021Fe0.1151Ni0.4044,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8254
Al0.0585Co0.3201Cu0.1022Fe0.1153Ni0.4039,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5828
Al0.0588Co0.2353Cr0.2353Fe0.2353Ni0.2353,5,borg2020;pei2020;peivaste,FCC,0,FCC,FCC,FCC,FCC,fcc,FCC,ANNEAL,10.1016/j.jallcom.2009.08.090,borg2020:54;pei2020:287;peivaste:124
Al0.0588Hf0.2353Mo0.2353Nb0.2353Ti0.2353,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:4289
Al0.0588Mo0.2353Nb0.2353Ti0.2353V0.2353,5,borg2020;peivaste,BCC,0,BCC,,BCC,BCC,,BCC,CAST,10.3390/e16020870,borg2020:41;peivaste:1094
Al0.0588Nb0.2353Ta0.2353Ti0.2353V0.2353,5,borg2020;peivaste,BCC,0,BCC,,BCC,BCC,,BCC,CAST,10.1016/j.proeng.2012.03.043,borg2020:42;peivaste:356
Al0.0588Nb0.2353Ta0.2353Ti0.2353Zr0.2353,5,borg2020;peivaste,multi-phase,0,multi-phase,,multi-phase,BCC+B2,,BCC+IM,OTHER,10.1016/j.matdes.2017.11.033,borg2020:77;peivaste:2850
Al0.0590Co0.1090Cr0.3970Cu0.3040Ni0.1310,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9532
Al0.0591Co0.1742Cr0.3073Cu0.2462Ni0.2132,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9992
Al0.0593Co0.1745Cr0.3068Cu0.2464Ni0.2130,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7230
Al0.0594Co0.1085Cr0.3972Cu0.3043Ni0.1306,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7268
Al0.0599Co0.1558Cr0.3881Cu0.2675Fe0.1287,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7434
Al0.0599Co0.3596Cr0.1618Cu0.1179Fe0.3007,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10016
Al0.0599Co0.3600Cr0.1616Cu0.1179Fe0.3005,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7518
Al0.0599Nb0.1999Ta0.1599Ti0.2800V0.0400Zr0.2602,6,borg2020,BCC,0,BCC,,,BCC,,,OTHER,10.1007/s11837-014-1066-0,borg2020:39
Al0.0599Nb0.1999Ta0.1999Ti0.2800Zr0.2602,5,borg2020,BCC,0,BCC,,,BCC,,,OTHER,10.1007/s11837-014-1066-0,borg2020:39
Al0.0600Co0.1560Cr0.3880Cu0.2670Fe0.1290,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10230
Al0.0600Co0.2150Cr0.3220Cu0.2260Fe0.1770,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9924
Al0.0600Cu0.5810Zr0.3590,3,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3876
Al0.0600Nb0.2000Ta0.1600Ti0.2800V0.0400Zr0.2600,6,pei2020;peivaste,BCC,0,,BCC,BCC,,bcc,BCC,,,pei2020:10;peivaste:359
Al0.0600Nb0.2000Ta0.2000Ti0.2800Zr0.2600,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:361
Al0.0601Co0.2993Cu0.1031Fe0.1622Ni0.3754,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9639
Al0.0602B0.0120C0.0602N0.0120Ti0.4819V0.0602Zr0.3133,7,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:3375
Al0.0602Co0.2986Cu0.1035Fe0.1622Ni0.3754,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5827
Al0.0602Co0.3133Cr0.3133Ni0.3133,4,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:4181
Al0.0603Co0.2149Cr0.3218Cu0.2260Fe0.1771,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7408
Al0.0606Co0.3341Cr0.1140Cu0.0986Ni0.3926,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7365
Al0.0607Co0.2660Cu0.1007Fe0.2330Ni0.3396,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5825
Al0.0607Co0.2815Cu0.1028Fe0.1945Ni0.3605,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5826
Al0.0609Co0.2657Cu0.1009Fe0.2328Ni0.3397,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8717
Al0.0609Co0.2814Cu0.1028Fe0.1946Ni0.3603,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9089
Al0.0609Co0.3337Cr0.1139Cu0.0989Ni0.3926,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8246
Al0.0610Co0.0750Cr0.4360Cu0.3360Ni0.0920,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9432
Al0.0610Co0.0754Cr0.4356Cu0.3360Ni0.0920,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7283
Al0.0615Co0.3308Cr0.1896Cu0.1399Fe0.2782,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7504
Al0.0619Co0.1099Cr0.4406Cu0.2967Fe0.0909,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9594
Al0.0619Co0.3307Cr0.1898Cu0.1399Fe0.2777,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9422
Al0.0623Co0.1097Cr0.4406Cu0.2966Fe0.0908,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7455
Al0.0625Co0.1562Cr0.1562Fe0.1562Mn0.1562Ni0.1562V0.1562,7,pei2020;peivaste,multi-phase,0,,multi-phase,multi-phase,,multi-phase,IM,,,pei2020:655;peivaste:100
Al0.0625Co0.1750Cr0.2625Fe0.2625Ni0.1750Ti0.0625,6,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:3081
Al0.0625Co0.2083Cr0.2083Cu0.1042Fe0.2083Ni0.2083,6,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:2019
Al0.0625Cr0.2083Cu0.1042Fe0.2083Ni0.4167,5,borg2020,FCC,0,FCC,,,FCC,,,WROUGHT,10.1016/j.matchar.2019.109792,borg2020:234
Al0.0625Cr0.2083Fe0.3125Mn0.2083Ni0.2083,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:1376
Al0.0625Cr0.3125Fe0.4688Ni0.1562,4,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:241
Al0.0628Co0.1275Cr0.3686Cu0.2871Ni0.1540,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7256
Al0.0629Co0.1279Cr0.3686Cu0.2867Ni0.1538,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8315
Al0.0630Co0.3006Cr0.2204Cu0.1622Fe0.2538,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7570
Al0.0630Co0.3010Cr0.2200Cu0.1620Fe0.2540,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9630
Al0.0631Co0.2002Cr0.2763Cu0.2222Ni0.2382,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9226
Al0.0633Co0.2004Cr0.2763Cu0.2220Ni0.2380,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7296
Al0.0638Co0.0738Cr0.3259Fe0.4440Ni0.0925,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6738
Al0.0638Co0.2505Cr0.2124Cu0.1752Ni0.2980,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7392
Al0.0638Co0.2741Cr0.2511Cu0.1834Fe0.2276,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7489
Al0.0638Cr0.2128Fe0.3191Mn0.2128Ni0.1915,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:224
Al0.0639Co0.3147Cr0.1349Cu0.1139Ni0.3726,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8204
Al0.0640Co0.2450Cr0.2880Cu0.2020Fe0.2010,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9514
Al0.0640Co0.2510Cr0.2120Cu0.1750Ni0.2980,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8754
Al0.0640Co0.2740Cr0.2510Cu0.1830Fe0.2280,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9277
Al0.0641Co0.2453Cr0.2875Cu0.2019Fe0.2012,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7474
Al0.0641Co0.3147Cr0.1347Cu0.1138Ni0.3727,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7353
Al0.0647Co0.0867Cr0.3115Fe0.4270Ni0.1102,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6727
Al0.0648Co0.1821Cr0.3553Cu0.2511Fe0.1467,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7421
Al0.0650Co0.1820Cr0.3550Cu0.2510Fe0.1470,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8961
Al0.0651Co0.1491Cr0.3373Cu0.2683Ni0.1802,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:10227
Al0.0651Co0.2272Cr0.2412Cu0.1982Ni0.2683,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8998
Al0.0651Co0.3243Cu0.1151Fe0.0841Ni0.4114,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10161
Al0.0652Co0.2174Cr0.2174Cu0.0652Fe0.2174Ni0.2174,6,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:1263
Al0.0652Co0.2273Cr0.2411Cu0.1982Ni0.2682,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7311
Al0.0652Cr0.2174Fe0.3261Mn0.2174Ni0.1739,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC+IM,,,peivaste:223
Al0.0654Co0.1491Cr0.3370Cu0.2682Ni0.1802,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7243
Al0.0655Co0.3242Cu0.1147Fe0.0842Ni0.4114,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5823
Al0.0656Co0.2136Cu0.1060Fe0.3372Ni0.2776,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:5818
Al0.0659Co0.2138Cu0.1059Fe0.3367Ni0.2777,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9403
Al0.0659Co0.2930Cr0.1590Cu0.1341Ni0.3481,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7340
Al0.0660B0.0094Cu0.2547Ni0.1132Si0.0283Ti0.5000Zr0.0283,7,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3878
Al0.0660Co0.2100Cr0.3210Cu0.2300Fe0.1730,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9085
Al0.0660Co0.2930Cr0.1590Cu0.1340Ni0.3480,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8507
Al0.0661Co0.1061Cr0.3934Cu0.3053Ni0.1291,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10072
Al0.0661Co0.2098Cr0.3214Cu0.2296Fe0.1732,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7407
Al0.0663Co0.1059Cr0.3930Cu0.3054Ni0.1293,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7267
Al0.0665Co0.2340Cu0.1133Fe0.2854Ni0.3007,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:5817
Al0.0667Co0.1333Cr0.1333Cu0.0667Fe0.4667Ni0.1333,6,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:4077
Al0.0667Co0.1333Cr0.1333Cu0.1333Fe0.1333Ni0.1333Ti0.2667,7,borg2020;peivaste,multi-phase,0,multi-phase,,multi-phase,FCC+BCC+B2+Sec.,,BCC+FCC+IM,CAST,10.2320/matertrans.47.1395,borg2020:24;peivaste:60
Al0.0667Co0.1333Cr0.1333Cu0.1333Fe0.1333Ni0.1333V0.2667,7,borg2020;pei2020;peivaste,,1,BCC,multi-phase,multi-phase,BCC,multi-phase,BCC+FCC,CAST,10.1007/s11661-006-0081-3,borg2020:25;pei2020:673;peivaste:78
Al0.0667Co0.2222Cr0.2222Fe0.2222Ni0.2222Ti0.0444,6,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:153
Al0.0667Cr0.2222Fe0.3333Mn0.2222Ni0.1111Si0.0444,6,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1378
Al0.0667Cr0.2222Fe0.3333Mn0.2222Ni0.1111Ti0.0444,6,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:1377
Al0.0667Cr0.2222Fe0.3333Mn0.2222Ni0.1556,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC+IM,,,peivaste:222
Al0.0668Co0.2736Cr0.1826Cu0.1528Ni0.3242,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7326
Al0.0669Co0.2737Cr0.1828Cu0.1528Ni0.3237,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9413
Al0.0669Co0.3137Cu0.1169Fe0.1019Ni0.4006,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9378
Al0.0669Co0.3966Cr0.1164Cu0.0874Fe0.3326,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7542
Al0.0670Co0.2340Cu0.1130Fe0.2850Ni0.3010,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8586
Al0.0670Co0.3440Cr0.0990Cu0.0860Ni0.4040,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9076
Al0.0670Co0.3970Cr0.1160Cu0.0870Fe0.3330,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8889
Al0.0672Co0.3139Cu0.1167Fe0.1015Ni0.4007,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5822
Al0.0673Co0.3437Cr0.0992Cu0.0858Ni0.4040,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7374
Al0.0678Co0.3192Cr0.0780Cu0.1510Ni0.3840,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6005
Al0.0679Co0.0605Cr0.3358Fe0.4567Ni0.0792,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6747
Al0.0679Co0.1297Cr0.4150Cu0.2797Fe0.1076,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7445
Al0.0679Co0.1299Cr0.4146Cu0.2797Fe0.1079,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10232
Al0.0680Co0.0984Cr0.2967Fe0.4088Ni0.1282,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6714
Al0.0680Co0.2940Cu0.1200Fe0.1440Ni0.3740,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10283
Al0.0680Co0.3190Cr0.0780Cu0.1510Ni0.3840,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8124
Al0.0680Cr0.3120Cu0.2230Fe0.2270Ni0.1700,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9791
